text,font_size,bold,alignment,x,y,casing,page,label
Foundation Level Extension – Agile Tester,10.0,0,left,74.42400360107422,58.42620086669922,title,12,Body
4. References,16.0,0,left,70.94400024414062,122.97618103027344,title,12,H1
4.1 Trademarks,14.0,0,left,70.94400024414062,171.39376831054688,title,12,H2
The following registered trademarks and service marks are used in this document:,10.0,0,left,70.94400024414062,194.88623046875,lower,12,Body
ISTQB ® is a registered trademark of the International Software Testing Qualifications Board,10.0,0,left,70.94400024414062,220.92169189453125,lower,12,Body
4.2 Documents and Web Sites,14.0,0,left,70.94400024414062,257.4637756347656,lower,12,H2
Identifier,10.0,1,left,76.34400177001953,280.8362121582031,title,12,Body
Reference,10.0,1,left,193.33999633789065,280.8362121582031,title,12,Body
[ISTQB-Web],10.0,0,left,76.34400177001953,295.4761962890625,lower,12,Body
Web site of the International Software Testing Qualifications Board. Refer,10.0,0,left,193.33999633789065,295.4761962890625,lower,12,Body
to this website for the latest ISTQB Glossary and Syllabi. (www.istqb.org),10.0,0,left,193.33999633789065,306.9962158203125,lower,12,Body
Version 2014,10.0,0,left,76.58399963378906,718.6875610351562,title,12,Body
Page 12 of 12,10.0,0,centered,267.64666748046875,718.6875610351562,lower,12,Body
"May 31, 2014",10.0,0,left,471.5776977539063,718.6875610351562,title,12,Body
© International Software Testing Qualifications Board,6.0,0,left,76.58399963378906,736.8900146484375,title,12,Body
Ontario’s Libraries,16.0,0,left,95.44059753417967,72.08401489257812,lower,1,Body
Working Together,16.0,0,left,95.44059753417967,94.63546752929688,title,1,Body
RFP: R,32.0,0,left,90.02429962158203,156.7722930908203,upper,1,Body
RFP: R,32.0,0,left,90.05634307861328,156.5159454345703,upper,1,Body
RFP: R,32.0,0,left,90.28062438964844,156.7722930908203,upper,1,Body
RFP: Request f,32.0,0,left,90.31266784667967,156.5159454345703,lower,1,Body
quest f,32.0,0,centered,209.4694366455078,156.5159454345703,lower,1,Body
quest f,32.0,0,centered,209.66168212890625,156.7722930908203,lower,1,Body
quest for Pr,32.0,0,centered,209.66168212890625,156.5159454345703,lower,1,Body
r Pr,32.0,0,left,332.1506042480469,156.5159454345703,lower,1,Body
r Pr,32.0,0,left,332.310791015625,156.7722930908203,lower,1,Body
r Proposal,32.0,0,left,332.34283447265625,156.5159454345703,lower,1,Body
oposal,32.0,0,left,385.3690490722656,156.5159454345703,lower,1,Body
oposal,32.0,0,left,385.52923583984375,156.7722930908203,lower,1,Body
oposal,32.0,0,left,385.561279296875,156.5159454345703,lower,1,Body
To Present a Proposal for Developing,24.0,0,centered,131.80059814453125,248.3999938964844,lower,1,Body
the Business Plan for the Ontario,24.0,0,centered,131.80059814453125,276.0,lower,1,Body
Digital Library,24.0,0,left,131.80059814453125,303.6000061035156,title,1,Body
"March 21, 2003",20.0,0,centered,238.2406005859375,342.4638061523437,title,1,Body
"The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that",10.0,0,centered,91.6651611328125,694.2640991210938,lower,1,Body
all Ontario citizens have access to the knowledge and learning supports needed to be life-long,10.0,0,centered,91.66511535644533,708.1881713867188,lower,1,Body
learners and effective contributors towards Ontario’s prosperity.,10.0,0,left,91.66506958007812,722.1122436523438,lower,1,Body
Ontario’s Digital Library,20.0,0,left,90.04060363769531,88.59601593017578,lower,2,H1
A Critical Component for Implementing Ontario’s Road Map to,16.0,0,centered,90.04060363769531,120.31608581542967,lower,2,Body
Prosperity Strategy,16.0,0,left,90.04060363769531,138.6700897216797,title,2,Body
Summary,12.0,0,left,96.04060363769533,195.7199859619141,title,2,H2
The purpose of this Request for Proposal ( RFP ) is to invite firms and/or consultants to,11.0,0,left,96.04060363769533,228.5688018798828,lower,2,Body
present a proposal for developing the business plan for the Ontario Digital Library (ODL).,11.0,0,left,96.04061889648438,241.16542053222656,lower,2,Body
The ODL will deliver high-quality library electronic content to all Ontario residents in order to,11.0,0,centered,96.04061889648438,253.8834991455078,lower,2,Body
"assist people as they learn, work, and enhance their quality of life. The business plan to be",11.0,0,centered,96.04061889648438,266.6015625,lower,2,Body
developed is to document and clearly communicate:,11.0,0,left,96.04061889648438,279.1982116699219,lower,2,Body
"how the ODL will be implemented, including the timeline",11.0,0,centered,132.04205322265625,303.9167785644531,lower,2,Body
the financial plan for the implementation,11.0,0,left,132.04205322265625,316.513427734375,lower,2,Body
"the financial plan for the first 2 operating years, including capital and operating costs,",11.0,0,centered,132.04205322265625,329.1100769042969,lower,2,Body
"revenues, etc.",11.0,0,left,132.63821411132812,341.8281555175781,lower,2,Body
a financial forecast for the succeeding 2 operating years,11.0,0,centered,132.04200744628906,354.4248046875,lower,2,Body
the services and products to be delivered by the ODL,11.0,0,centered,132.04200744628906,367.1428833007813,lower,2,Body
how the ODL will operate and be managed following the implementation,11.0,0,centered,132.04200744628906,379.7395324707031,lower,2,Body
"who will be involved, and what their role/responsibility will be, for both the",11.0,0,centered,132.04200744628906,392.336181640625,lower,2,Body
implementation and operational stages,11.0,0,left,132.63816833496094,405.0542602539063,lower,2,Body
the marketing and communications plan for the ODL,11.0,0,left,132.04200744628906,417.6509094238281,lower,2,Body
This business plan must be completed and approved by the ODL Steering Committee no,11.0,0,centered,96.0405731201172,442.97662353515625,lower,2,Body
"later than September 30, 2003",11.0,0,left,96.04061126708984,455.5732727050781,lower,2,Body
Timeline:,11.0,0,left,96.04061126708984,480.2918395996094,title,2,H3
Those firms/consultants intended to submit a proposal to this RFP must indicate their,11.0,0,centered,96.04061126708984,504.888916015625,lower,2,Body
intention to do so in an e-mail to Michael Ridley ( mridley@uoguelph.ca ) by April 11 th .,11.0,0,left,96.04061126708984,517.6070556640625,lower,2,Body
"Proposals may be e-mailed, mailed, couriered or faxed to: Larry Moore",11.0,0,centered,96.04110717773438,542.2459106445312,lower,2,Body
"( lmoore@accessola.com ), Executive Director, The Ontario Library Association, 100 Lombard",11.0,0,left,96.04110717773438,554.842529296875,lower,2,Body
"St., Suite 303, Toronto, ON  M5C 1M3. Proposals must be received by Noon on Monday,",10.0,0,left,96.04574584960938,568.5451049804688,lower,2,Body
"April 21, 2003.",11.0,1,left,96.03964233398438,580.1654052734375,title,2,Body
Those proposals that are short-listed will be invited to discuss their proposal during the week,11.0,0,centered,96.03964233398438,604.8839721679688,lower,2,Body
"of April 28, 2003 . No presentation will be expected. Firms or consultants invited to an",11.0,0,left,96.03964233398438,617.4805908203125,lower,2,Body
interview will be expected to discuss the project and their approach with the selection,11.0,0,centered,96.0396499633789,630.19873046875,lower,2,Body
committee .,11.0,0,left,96.0396499633789,642.7953491210938,lower,2,Body
"Contracts with the firm/consultant will be signed the week of May 5, 2003 with the work to",11.0,0,left,96.03965759277344,667.3924560546875,lower,2,Body
commence as soon as possible thereafter.,11.0,0,left,96.05068969726562,680.1105346679688,lower,2,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.6,1,left,90.04060363769531,734.0382080078125,lower,2,Body
March 2003,7.6,1,centered,296.70526123046875,734.0382080078125,title,2,Body
2,9.0,0,left,516.640625,730.9798583984375,lower,2,Body
Please note that we reserve the right not to select any of the submitted proposals and may,11.0,0,centered,96.04060363769533,72.20881652832031,lower,3,Body
seek further response to these Terms of Reference.,11.0,0,left,96.04060363769533,84.80543518066406,lower,3,Body
"If you require further information or have any questions, please contact Michael Ridley by e-",11.0,0,centered,96.04060363769533,109.52400207519533,lower,3,Body
mail ( mridley@uoguelph.ca ) only by 3:00 p.m. on Friday April 18th . All questions and,11.0,0,left,96.04060363769533,122.12062072753906,lower,3,Body
responses will be shared with those who have indicated that they will be submitting a,11.0,0,centered,96.01852416992188,134.8386993408203,lower,3,Body
"proposal. Please note, that firms/consultants who have not indicated in an e-mail to Michael",11.0,0,centered,96.01852416992188,147.43531799316406,lower,3,Body
Ridley by April 11 th that they will be submitting a proposal will not receive any further,11.0,0,left,96.01852416992188,160.0319366455078,lower,3,Body
information or question responses.,11.0,0,left,96.0362777709961,172.76686096191406,lower,3,Body
Background,12.0,0,left,96.04060363769533,206.1599884033203,title,3,H2
"First, some background on the ODL. For the last two years the Ontario Library Association",11.0,0,centered,90.04060363769531,239.12879943847656,lower,3,Body
"has acted as a catalyst, bringing together the stakeholders needed to create the Ontario",11.0,0,centered,90.04060363769531,251.7254180908203,lower,3,Body
"Digital Library (ODL). These stakeholders include Ontario’s 5000+ public libraries, university,",11.0,0,centered,90.04060363769531,264.322021484375,lower,3,Body
"college, and school libraries, as well as Ontario government ministries.",11.0,0,left,90.04060363769531,277.04010009765625,lower,3,Body
Libraries that serve very different clientele recognize that by working together they can create,11.0,0,centered,90.04060363769531,301.63720703125,lower,3,Body
"seamless access to quality electronic library services. Through the ODL, students will be",11.0,0,centered,90.04060363769531,314.35528564453125,lower,3,Body
"able to explore a topic at school, use the same child-safe resources after school (either at",11.0,0,centered,90.04060363769531,326.9519348144531,lower,3,Body
"home or at a public library), enter college or university with a knowledge of how to use",11.0,0,centered,90.04060363769531,339.548583984375,lower,3,Body
"electronic resources that are still available and then, after graduation, continue to use these",11.0,0,centered,90.04060363769531,352.26666259765625,lower,3,Body
skills and resources at work or at home.,11.0,0,left,90.04060363769531,364.8633117675781,lower,3,Body
We are moving into a period of convergence. With convergence we no longer have to license,11.0,0,centered,90.04060363769531,389.5818786621094,lower,3,Body
commercial products as individual libraries or institutions. We can work together to spend our,11.0,0,centered,90.04060363769531,402.1785278320313,lower,3,Body
money wisely. The provincial government has made this possible by working hard to provide,11.0,0,centered,90.04060363769531,414.7751770019531,lower,3,Body
"all Ontarians with a stable, high-speed communications infrastructure. While there is still a",11.0,0,centered,90.04060363769531,427.4932556152344,lower,3,Body
"great deal of work needed to improve this infrastructure, libraries are beginning to plan how",11.0,0,centered,90.04060363769531,440.08990478515625,lower,3,Body
best to exploit communications technology. We can reduce barriers to access and create the,11.0,0,centered,90.04060363769531,452.8079833984375,lower,3,Body
content infrastructure needed to support a knowledge society.,11.0,0,left,90.04060363769531,465.4046325683594,lower,3,Body
"The concept of an ODL is a key element in The Roadmap to Prosperity , a strategic plan to",11.0,0,left,90.04060363769531,490.0017395019531,lower,3,Body
envision and attain Ontario’s economic goal prepared by the Ontario Jobs and Investment,11.0,0,centered,90.04061889648438,502.7198486328125,lower,3,Body
Board. The OJIB strategic plan recommends an electronic library to “connect students to new,11.0,0,centered,90.04061889648438,515.3164672851562,lower,3,Body
"workplaces, new sources of information and applied learning opportunities”. The ODL will do",11.0,0,centered,90.04061889648438,528.0345458984375,lower,3,Body
"that and much more. The ODL will connect students to electronic information, and will also",11.0,0,centered,90.04061889648438,540.6311645507812,lower,3,Body
leverage this investment to help connect all citizens to the electronic information they need as,11.0,0,centered,90.04061889648438,553.227783203125,lower,3,Body
"they make decisions, solve problems and enhance their quality of life.",11.0,0,left,90.04061889648438,565.9459228515625,lower,3,Body
Libraries have long been a key delivery point for public services. The ODL will allow that,11.0,0,centered,90.04061889648438,591.2716674804688,lower,3,Body
"delivery point to move closer to citizens, into the smallest of libraries and even into living",11.0,0,centered,90.04061889648438,603.8682861328125,lower,3,Body
rooms.,11.0,0,left,90.04061889648438,616.5863647460938,lower,3,Body
"Libraries have a long tradition of using a practical, consultative approach to solving problems,",11.0,0,centered,90.04061889648438,641.7906494140625,lower,3,Body
and of learning from others. The ODL is a very practical solution to various problems.,11.0,0,centered,90.04061889648438,654.5087890625,lower,3,Body
Jurisdiction-wide digital libraries are very practical and very real. The ODL we propose is,11.0,0,centered,90.04061889648438,679.8345336914062,lower,3,Body
leading edge for Ontario but several jurisdictions have forged the path with collaborative,11.0,0,centered,90.04061889648438,692.43115234375,lower,3,Body
"digital libraries. We can learn from their experiences. For example, The Alberta Library (TAL)",11.0,0,centered,90.04061889648438,705.02783203125,lower,3,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.6,1,left,90.04060363769531,734.0382080078125,lower,3,Body
March 2003,7.6,1,centered,296.70526123046875,734.0382080078125,title,3,Body
3,9.0,0,left,516.640625,730.9798583984375,lower,3,Body
was incorporated in 1997 as a province-wide library consortium. TAL works collaboratively,11.0,0,centered,90.03279876708984,72.12049865722656,lower,4,Body
with its members to promote universal access to materials and resources in more than 250,11.0,0,centered,90.0327377319336,84.71711730957031,lower,4,Body
"public, post-secondary, special, government and regional libraries. Unlike ODL, TAL does",11.0,0,centered,90.0327377319336,97.43519592285156,lower,4,Body
"not include elementary or secondary schools. However, the timeline and funding we are",11.0,0,centered,90.0327377319336,110.03181457519533,lower,4,Body
proposing for ODL is comparable to TAL‘s experience. TAL’s business planning took several,11.0,0,centered,90.0327377319336,122.74989318847656,lower,4,Body
years. TAL’s implementation plan was supported by 8 million dollars in provincially shared,11.0,0,centered,90.0327377319336,135.3465118408203,lower,4,Body
"funding, spread over three years, later revised to 15 million dollars over 4 years. Not only is",11.0,0,centered,90.0327377319336,147.94313049316406,lower,4,Body
"Alberta’s population 30% of Ontario’s, TAL does not include elementary or secondary",11.0,0,centered,90.0327377319336,160.6612091064453,lower,4,Body
schools as partners; it has 250 member libraries. ODL envisions universal access for all,11.0,0,centered,90.0327377319336,173.25782775878906,lower,4,Body
"10,000,000 Ontarians, with more than 5000 Ontario libraries as partners. Although ODL can",11.0,0,centered,90.0327377319336,185.9759063720703,lower,4,Body
"learn from TAL’s practices, the scope of planning and implementing ODL is much larger than",11.0,0,centered,90.0327377319336,198.5725250244141,lower,4,Body
TAL.,11.0,0,left,90.0327377319336,211.1691436767578,upper,4,Body
The ODL will be a partnership-based organization providing seamless electronic information,11.0,0,centered,90.0327377319336,236.4948883056641,lower,4,Body
services and resources to the citizens of Ontario. It will use local libraries as the entry point for,11.0,0,centered,90.0327377319336,249.2129669189453,lower,4,Body
common resources The ODL will recognize the unique responsibilities and needs of public,11.0,0,centered,90.0327377319336,261.8095703125,lower,4,Body
"libraries, school libraries, college and university libraries and special libraries. The ODL",11.0,0,centered,90.0327377319336,274.52764892578125,lower,4,Body
"envisions a digital network of information resources, allowing members to collaborate when",11.0,0,centered,90.0327377319336,287.1242980957031,lower,4,Body
there is mutual benefit and to support the common mandates of local libraries.,11.0,0,centered,90.0327377319336,299.720947265625,lower,4,Body
The principles which will define and guide the ODL are:,11.0,0,left,90.0327377319336,324.43951416015625,lower,4,Body
Equitable access for all Ontarians:,11.0,1,left,90.0327377319336,349.03662109375,lower,4,H3
"We will bring consistent, high-quality electronic resources and services to 10 million",11.0,0,centered,108.02793884277344,373.7551879882813,lower,4,Body
Ontario citizens,11.0,0,left,108.02793884277344,386.3518371582031,lower,4,Body
We will eliminate barriers to the access to information and create more consistent,11.0,0,centered,108.02793884277344,410.9489440917969,lower,4,Body
services for library clients.,11.0,0,left,108.02793884277344,423.6670227050781,lower,4,Body
Shared decision-making and accountability:,11.0,1,left,90.0327377319336,448.2641296386719,lower,4,H3
We will facilitate consensus among members regarding ODL’s portfolio of electronic,11.0,0,centered,108.02793884277344,472.9826965332031,lower,4,Body
licenses and services,11.0,0,left,108.02793884277344,485.579345703125,lower,4,Body
We will balance the interests and realities of small and large as well as rich and poor,11.0,0,centered,108.02793884277344,510.1764526367188,lower,4,Body
communities and institutions.,11.0,0,left,108.02793884277344,522.89453125,lower,4,Body
Shared governance structure:,11.0,1,left,90.0327377319336,547.4916381835938,lower,4,H3
We will share decision-making in order to enable the people we serve.,11.0,0,centered,108.02793884277344,572.210205078125,lower,4,Body
We will work based on an underlying assumption of trust and synergy.,11.0,0,centered,108.02793884277344,596.807373046875,lower,4,Body
Shared funding:,11.0,1,left,90.0327377319336,621.4044799804688,lower,4,H3
"We will leverage provincial, institutional, and local dollars to realize economies of scale",11.0,0,centered,108.02793884277344,646.123046875,lower,4,Body
and put Ontario dollars to work for everyone .,11.0,0,left,108.02793884277344,658.7196655273438,lower,4,Body
We will be willing to pool talents and dollars in order to provide common services that are,11.0,0,centered,108.0279541015625,683.438232421875,lower,4,Body
truly greater than those that can be maintained by individual institutions.,11.0,0,centered,108.0279541015625,696.0348510742188,lower,4,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.6,1,left,90.04060363769531,734.0382080078125,lower,4,Body
March 2003,7.6,1,centered,296.70526123046875,734.0382080078125,title,4,Body
4,9.0,0,left,516.640625,730.9798583984375,lower,4,Body
Local points of entry:,11.0,1,left,89.99970245361328,72.10939025878906,lower,5,H3
"We will provide the licenses, infrastructure, services and support that enable local",11.0,0,centered,114.00066375732422,97.43519592285156,lower,5,Body
"libraries to provide exceptional services to their clientele. ODL will focus on support,",11.0,0,centered,114.00066375732422,110.03181457519533,lower,5,Body
"providing the underpinning, not overshadowing.",11.0,0,left,114.00066375732422,122.74989318847656,lower,5,Body
Services envisioned for the ODL’s include:,11.0,0,left,89.99970245361328,147.95423889160156,lower,5,Body
Access:,11.0,1,left,89.99970245361328,173.2799835205078,title,5,H3
"to the “deep” web (i.e. Commercial, purchased electronic services)",11.0,0,centered,107.99490356445312,185.99806213378903,lower,5,Body
to credible web sites and electronic resources,11.0,0,left,107.99490356445312,198.5946807861328,lower,5,Body
to digital government information,11.0,0,left,107.99490356445312,211.19129943847656,lower,5,Body
to local digital collections,11.0,0,left,107.99490356445312,223.9093780517578,lower,5,Body
Guidance and Advice:,11.0,1,left,89.99970245361328,249.23524475097656,lower,5,H3
to support e-learning,11.0,0,left,107.99490356445312,261.83184814453125,lower,5,Body
"to support citizens, in real-time, as they try to use electronic resources",11.0,0,centered,107.99490356445312,274.5499267578125,lower,5,Body
to assist citizens as they use web-links,11.0,0,left,107.99490356445312,287.1465759277344,lower,5,Body
Training:,11.0,1,left,89.99970245361328,299.74322509765625,title,5,H3
for library workers,11.0,0,left,107.99490356445312,312.4613037109375,lower,5,Body
for the general public,11.0,0,left,107.99490356445312,325.0579528808594,lower,5,Body
Provincial Purchasing & Licensing:,11.0,1,left,89.99970245361328,350.3836975097656,title,5,H3
of electronic content on a consortia basis for all member libraries,11.0,0,centered,107.99490356445312,362.9803466796875,lower,5,Body
Technological Support:,11.0,1,left,89.99970245361328,388.30609130859375,title,5,H3
of common standards for the preservation and archiving local digital content,11.0,0,centered,107.99490356445312,401.024169921875,lower,5,Body
of a common interface to ODL resources and services that can be imbedded in local,11.0,0,centered,107.99490356445312,413.6208190917969,lower,5,Body
library web sites,11.0,0,left,107.99490356445312,426.2174377441406,lower,5,Body
What could the ODL really mean?,11.0,0,left,89.99971008300781,466.1822204589844,lower,5,H3
For each Ontario citizen it could mean:,11.0,1,left,89.99969482421875,493.7712097167969,lower,5,H4
One local point of entry to access seamless electronic library services and,11.0,0,centered,162.0025634765625,506.6107177734375,lower,5,Body
"resources for their personal, educational and professional needs;",11.0,0,centered,162.0025634765625,519.2073974609375,lower,5,Body
"Access to credible, high-quality, user-friendly electronic services through their",11.0,0,centered,162.0025634765625,531.9254150390625,lower,5,Body
"community, school, or academic library;",11.0,0,left,162.0025634765625,544.5220336914062,lower,5,Body
Confidence that the electronic services and sources they – and their children,11.0,0,centered,162.00259399414062,557.11865234375,lower,5,Body
"– are using are safe, valid, and bringing them both global and local",11.0,0,centered,162.00259399414062,569.8367309570312,lower,5,Body
perspectives;,11.0,0,left,162.00259399414062,582.4334106445312,lower,5,Body
Electronic information and tools that enhance job skills and the learning,11.0,0,centered,162.00259399414062,595.1514892578125,lower,5,Body
experience,11.0,0,left,162.00257873535156,607.7481689453125,lower,5,Body
For each Ontario student it could mean:,11.0,1,left,89.99970245361328,632.223876953125,lower,5,H4
"One local point of entry to quality, curriculum- based electronic information",11.0,0,centered,162.00257873535156,645.0633544921875,lower,5,Body
resources and services,11.0,0,left,162.00257873535156,657.6600341796875,lower,5,Body
"Connection to their individual educational environment, whether at the",11.0,0,centered,162.00257873535156,670.3781127929688,lower,5,Body
"elementary, secondary or post-secondary levels",11.0,0,centered,162.00257873535156,682.9747314453125,lower,5,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.6,1,left,90.04060363769531,734.0382080078125,lower,5,Body
March 2003,7.6,1,centered,296.70526123046875,734.0382080078125,title,5,Body
5,9.0,0,left,516.640625,730.9798583984375,lower,5,Body
"Confidence that the services and resources people are using are credible,",11.0,0,centered,162.0402069091797,72.20881652832031,lower,6,Body
available when they need them and adaptable to different learning styles,11.0,0,centered,162.0402069091797,84.80543518066406,lower,6,Body
For each Ontario library it could mean:,11.0,1,left,90.0373306274414,110.00978088378906,lower,6,H4
One point of entry for themselves and their clientele to quality electronic,11.0,0,centered,162.0402069091797,122.8493194580078,lower,6,Body
"resources and services that support and enhance their collections, programs",11.0,0,centered,162.0402069091797,135.44593811035156,lower,6,Body
and services,11.0,0,left,162.0402069091797,148.0425567626953,lower,6,Body
"The opportunity to show case their local community, collections, services, and",11.0,0,centered,162.0402069091797,160.76063537597656,lower,6,Body
expertise,11.0,0,left,162.0402069091797,173.35719299316406,lower,6,Body
"The opportunity to gain from the provincial, collaborative partnership in order",11.0,0,centered,162.0402069091797,186.0752716064453,lower,6,Body
to provide a seamless gateway to digital resources and services,11.0,0,centered,162.0402069091797,198.67189025878903,lower,6,Body
For the Ontario government it could mean:,11.0,1,left,90.03731536865234,223.87635803222656,lower,6,H4
"A point of entry to information services and resources for all Ontario citizens,",11.0,0,left,162.0402069091797,236.5944366455078,lower,6,Body
connecting to portal initiatives .,11.0,0,left,162.0402069091797,249.31251525878903,lower,6,Body
Support of the Ontario E-Learning strategy through a collaborative digital,11.0,0,centered,162.0402069091797,261.9091186523437,lower,6,Body
library initiative that positions Ontario on the global e-learning scene,11.0,0,centered,162.0402069091797,274.627197265625,lower,6,Body
Improved access and flexibility for all students at all ages and stages,11.0,0,centered,162.0402069091797,287.2238464355469,lower,6,Body
(supports Ontario’s lifelong learning strategy),11.0,0,centered,162.0402069091797,299.82049560546875,lower,6,Body
The opportunity to address emerging job skills shortages and facilitate school,11.0,0,centered,162.0402069091797,312.53857421875,lower,6,Body
to work and job to job transitions with the necessary information and,11.0,0,centered,162.0402069091797,325.1352233886719,lower,6,Body
knowledge supports and tools,11.0,0,left,162.0402069091797,337.8533020019531,lower,6,Body
ODL will be an incorporated non-profit organization governed by a Board of Directors elected,11.0,0,centered,90.0373306274414,363.0575866699219,lower,6,Body
by a voting membership. The Board will include representatives from all stakeholders. We,11.0,0,centered,90.0483627319336,375.7756652832031,lower,6,Body
envision a governance model similar to that prepared for the province’s ORION network.,11.0,0,centered,90.0483627319336,388.372314453125,lower,6,Body
"More information regarding the envisioned phasing, funding and resources required for the",11.0,0,centered,90.0483627319336,413.09088134765625,lower,6,Body
ODL can be found in the appendixes.,11.0,0,left,90.0483627319336,425.6875305175781,lower,6,Body
The Business Plan to be Developed,12.0,0,left,96.04060363769533,459.1199951171875,lower,6,H2
The business plan which needs to be developed for the ODL must be a formal business plan,11.0,0,centered,90.04060363769531,503.6087036132813,lower,6,Body
"that documents and clearly communicates the ODL’s services, funding and governance",11.0,0,centered,90.04060363769531,516.205322265625,lower,6,Body
"structures, as well as implementation plans for 2004-2005, and operational plans for 2005-",11.0,0,centered,90.04060363769531,528.802001953125,lower,6,Body
"2007. The planning process must also secure the full commitment of all stakeholders, as",11.0,0,centered,90.04060363769531,541.5200805664062,lower,6,Body
represented on the Steering Committee.,11.0,0,left,90.04060363769531,554.11669921875,lower,6,Body
"Specifically, the business plan must include:",11.0,0,left,90.04060363769531,578.2391357421875,lower,6,Body
"how the ODL will be implemented, including the timeline",11.0,0,centered,132.03675842285156,603.5648803710938,lower,6,Body
the financial plan for the implementation,11.0,0,left,132.03675842285156,616.282958984375,lower,6,Body
"the financial plan for the first 2 operating years, including capital and operating costs,",11.0,0,centered,132.03675842285156,628.8795776367188,lower,6,Body
"revenues, etc.",11.0,0,left,135.03964233398438,641.4761962890625,lower,6,Body
a financial forecast for the succeeding 2 operating years,11.0,0,centered,132.03680419921875,654.1943359375,lower,6,Body
the services and products to be delivered by the ODL,11.0,0,centered,132.03677368164062,666.7909545898438,lower,6,Body
how the ODL will operate and be managed following the implementation,11.0,0,centered,132.03677368164062,679.509033203125,lower,6,Body
"who will be involved, and what their role/responsibility will be, for both the",11.0,0,centered,132.03677368164062,692.1056518554688,lower,6,Body
implementation and operational stages,11.0,0,left,130.6016082763672,704.7022705078125,lower,6,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.6,1,left,90.04060363769531,734.0382080078125,lower,6,Body
March 2003,7.6,1,centered,296.70526123046875,734.0382080078125,title,6,Body
6,9.0,0,left,516.640625,730.9798583984375,lower,6,Body
the marketing and communications plan for the ODL,11.0,0,left,132.0408935546875,72.20881652832031,lower,7,Body
the commitment of all stakeholders to their responsibilities,11.0,0,centered,132.0408935546875,84.80543518066406,lower,7,Body
The process of developing this business plan must be extremely consultative to ensure that,11.0,0,centered,90.04473876953125,110.13117980957033,lower,7,Body
all stakeholders are engaged in creating a synergistic ODL organization. The proposal must,11.0,0,centered,90.04473876953125,122.84925842285156,lower,7,Body
indicate how this consultative process will be approached.,11.0,0,left,90.04473876953125,135.4458770751953,lower,7,Body
"The business plan for the ODL must address significant issues. There are, for example,",11.0,0,centered,90.04473876953125,160.77162170410156,lower,7,Body
enormous differences in the financial resources available to libraries mandated to provide,11.0,0,centered,90.04473876953125,173.3682403564453,lower,7,Body
"similar services. Some post-secondary and public libraries, particularly those in large urban",11.0,0,centered,90.04473876953125,186.08631896972656,lower,7,Body
"areas, have the facilities, funding and technological infrastructure necessary to service their",11.0,0,centered,90.04473876953125,198.6829376220703,lower,7,Body
"patrons with electronic services and resources.  Many others, particularly in rural regions, do",11.0,0,centered,90.04473876953125,211.2795562744141,lower,7,Body
not. The proposal must indicate how these issues will be approached.,11.0,0,left,90.04473876953125,223.9976348876953,lower,7,Body
Milestones,12.0,0,left,96.04060363769533,270.1199951171875,title,7,H3
1) A preliminary report will be issued during June 2003.,11.0,0,left,108.04060363769533,302.9687805175781,lower,7,Body
"2) It is expected that an Interim Report, suitable for distribution to the broader library",11.0,0,centered,108.04060363769533,327.5658874511719,lower,7,Body
"community will be available by August 1, 2003 and that there will be an opportunity",11.0,0,centered,126.03580474853516,340.2839660644531,lower,7,Body
for responses to be evaluated.,11.0,0,left,126.03580474853516,352.880615234375,lower,7,Body
3) The business plan must be completed and approved by the ODL Steering Committee,11.0,0,centered,108.04060363769533,377.5991821289063,lower,7,Body
"no later than September 30, 2003.",11.0,0,left,126.03580474853516,390.1958312988281,lower,7,Body
Approach and Specific Proposal Requirements,12.0,0,left,99.52059936523438,423.5999755859375,lower,7,H2
The firm/consultant (or proposed team of consultants) will be expected to work closely with,11.0,0,left,90.04060363769531,456.56878662109375,lower,7,Body
the ODL Steering Committee. Terms of reference for the Committee are in the appendix.,11.0,0,centered,90.04058837890625,469.1654357910156,lower,7,Body
"Given the consultative nature of this business planning process, the firm/consultant will also",11.0,0,centered,90.04058837890625,481.8835144042969,lower,7,Body
be expected to travel and communicate regularly with various stakeholders as well as with,11.0,0,centered,90.04058837890625,494.4801635742188,lower,7,Body
electronic resource publishers/vendors.,11.0,0,left,90.04058837890625,507.0767822265625,lower,7,Body
The proposal should include the following information:,11.0,0,left,90.04058837890625,531.79541015625,lower,7,Body
a) name of the firm/consultant,11.0,0,left,108.0357894897461,556.3925170898438,lower,7,Body
"b) names of those individuals who will be engaged in this project, their specific",11.0,0,centered,108.03579711914062,569.110595703125,lower,7,Body
responsibilities on this project and relevant experience/qualifications,11.0,0,centered,108.03579711914062,581.7072143554688,lower,7,Body
c) description of similar engagements that highlight the firm’s experience in business,11.0,0,centered,108.03579711914062,594.3038330078125,lower,7,Body
planning and building stakeholder commitment,11.0,0,left,108.03579711914062,607.0219116210938,lower,7,Body
d) references with details of work completed for these references,11.0,0,centered,108.03579711914062,619.6185302734375,lower,7,Body
"e) description of the approach that will be used for completing the business plan,",11.0,0,centered,108.03579711914062,632.336669921875,lower,7,Body
